handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_f917e830-8e43-a93d-1135-d5d8b2f296d4,Product,One In A Melon Outfit | Hot Pink Tutu and Bow Set,"<p>Did someone say adorbs?!&nbsp;<br>Our amazing 'One in a Melon' outfit is the perfect theme and cuteness for your baby's first birthday celebration!</p><p>&nbsp;</p><p>Set includes:<br>-Tutu<br>-Matching hair bow</p><p><strong>Tutu</strong> (Shades may vary):<br>Light pink tulle &amp; green tulle<br>approx. 8 inches in length. with black ""seeds"" on pink tulle<br>100% Nylon//100% Polyester</p><p><strong>Bow</strong> (Shades may vary):&nbsp;<br>Watermelon green sparkle background&nbsp;<br>Hot pink sparkle&nbsp;bow &amp; black sparkle ""seeds"" on top&nbsp;<br>Canvas leather<br>Black elastic or Alligator clip</p>",c2714b_6fc0215980b54f07b720aca8c4d8cf1d~mv2.jpeg;c2714b_d50d488e431e4f6e8abd625f1d0fe068~mv2.jpeg;c2714b_d20daf652f3f44eb83bd8da7812cb920~mv2.jpg;c2714b_7d181b7c29df4f21b7155fde30ceffe5~mv2.jpg;c2714b_81a8d67932d04a0d9627b6f8cb69b0a9~mv2_d_2480_3307_s_4_2.jpg;c2714b_d9334a0da7e24195a0639414605d714e~mv2.jpg;c2714b_bb935f53c36041d1a9323750e7486b7f~mv2.jpg,Baby;One in a Melon Collection;Outfits;Queen Bee Brittany;Spring;Summer;Toddler;Tutus,,,25.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Size,DROP_DOWN,Newborn;0-3 Mos.;3-6 Months;6-12 Months;12-18 Months,,,,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Care Instructions,"<p><span><span><span><span><span><span>Shirt/Onesie: Wash COLD inside out for best results.</span></span></span></span></span></span></p>

<p><span><span><span><span><span><span>Tutu: Spot clean with warm water and soap, do not put in washer or dryer. To get tulle to ""straighten"" out again use a steamer or humidity.&nbsp;</span></span></span></span></span></span></p>
",Tutu Size Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1TD5KUTJTOMGUAO9nozEe9muedqDmHe_WYwKexG3nBXo/edit?usp=sharing"" target=""_blank"">Click here to view our tutu size chart!&nbsp;</a></p>

<p><span style=""background-color: transparent;"">How to get tutu size: measure around from hip to hip under the tummy</span></p>
",,,,,Head Size (Inches) - For Elastic Bow,10,true,,,
product_f917e830-8e43-a93d-1135-d5d8b2f296d4,Variant,,,,,,,,1.0,true,,,InStock,,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f917e830-8e43-a93d-1135-d5d8b2f296d4,Variant,,,,,,,,2.0,true,,,InStock,,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f917e830-8e43-a93d-1135-d5d8b2f296d4,Variant,,,,,,,,3.0,true,,,InStock,,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f917e830-8e43-a93d-1135-d5d8b2f296d4,Variant,,,,,,,,4.0,true,,,InStock,,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_259cd297-b871-c94b-19ce-2443016466d8,Product,One In A Melon Outfit | Hot Pink,"<p>Did someone say adorbs?!&nbsp;<br>Our amazing 'One in a Melon' outfit is the perfect theme and cuteness for your baby's first birthday celebration!</p><p>&nbsp;</p><p>Set includes:<br>-Onesie&nbsp;<br>-Tutu<br>-Matching hair bow</p><p><strong>Onesie:</strong><br>""One in a melon"" with watermelon<br>100% Cotton<br>Personalized name</p><p><strong>Tutu (Shades may vary):</strong><br>Hot pink tulle &amp; green tulle<br>approx. 8 inches in length. with black ""seeds"" on Watermelon pink tulle<br>100% Nylon//100% Polyester</p><p>&nbsp;</p><p><strong>Bow (Shades may vary):&nbsp;</strong><br>Watermelon green sparkle background&nbsp;<br>Hot pink sparkle&nbsp;bow &amp; black sparkle ""seeds"" on top&nbsp;<br>Canvas leather<br>Black elastic or Alligator clip</p>",c2714b_c9d4eacc316947c9b7cf4ba2c5432e07~mv2.jpeg;c2714b_7d181b7c29df4f21b7155fde30ceffe5~mv2.jpg;c2714b_6fc0215980b54f07b720aca8c4d8cf1d~mv2.jpeg;c2714b_d20daf652f3f44eb83bd8da7812cb920~mv2.jpg;c2714b_d50d488e431e4f6e8abd625f1d0fe068~mv2.jpeg;c2714b_cecefef56fd54aba9243edbcfdeb6c8d~mv2.jpeg;c2714b_2eddf247a542471db8c12214975d746e~mv2.jpeg;c2714b_d9334a0da7e24195a0639414605d714e~mv2.jpg;c2714b_bb935f53c36041d1a9323750e7486b7f~mv2.jpg;c2714b_81a8d67932d04a0d9627b6f8cb69b0a9~mv2_d_2480_3307_s_4_2.jpg,Baby;One in a Melon Collection;Outfits;Queen Bee Brittany;Spring;Summer;Toddler;Tutus,,,38.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Size,DROP_DOWN,Newborn;0-3 Mos.;3-6 Months;6-9 Months;12 Months;18 Months,,,,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Care Instructions,"<p><span><span><span><span><span><span>Shirt/Onesie: Wash COLD inside out for best results.</span></span></span></span></span></span></p>

<p><span><span><span><span><span><span>Tutu: Spot clean with warm water and soap, do not put in washer or dryer. To get tulle to ""straighten"" out again use a steamer or humidity.&nbsp;</span></span></span></span></span></span></p>
",Tutu Size Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1TD5KUTJTOMGUAO9nozEe9muedqDmHe_WYwKexG3nBXo/edit?usp=sharing"" target=""_blank"">Click here to view our tutu size chart!&nbsp;</a></p>

<p><span style=""background-color: transparent;"">How to get tutu size: measure around from hip to hip under the tummy</span></p>
",,,,,Head Size (Inches) - For Elastic Bow,10,true,What name would you like under the melon? Put N/A for no name,500,true
product_259cd297-b871-c94b-19ce-2443016466d8,Variant,,,,,,,,1.0,true,,,InStock,,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_259cd297-b871-c94b-19ce-2443016466d8,Variant,,,,,,,,0.5,true,,,InStock,,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_259cd297-b871-c94b-19ce-2443016466d8,Variant,,,,,,,,2.0,true,,,InStock,,,,18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_259cd297-b871-c94b-19ce-2443016466d8,Variant,,,,,,,,-0.5,true,,,InStock,,,,Newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_259cd297-b871-c94b-19ce-2443016466d8,Variant,,,,,,,,1.5,true,,,InStock,,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ba3159c-da42-8d09-b501-ac15c7c9c303,Product,Birth Stats Canvas | Birth Announcement Sunflower Canvas | Nursery Decor,"<p>The perfect gift for expecting mothers or for the nursey! Fully customizable with Sunflowers&nbsp;and frame!</p><p>&nbsp;</p><p><strong>Design:</strong></p><p>""Alaskah Mae Howell</p><p>6LBS</p><p>10OZ</p><p>18 IN</p><p>02/21/20</p><p>1:15 PM""</p><p>With Sunflowers&nbsp;&amp; Frame</p><p>&nbsp;</p><p><strong>Customize:</strong></p><ul>	<li>Review our ""Vinyl Color Charts"" to select the color of vinyl you would like your design to be</li>	<li>Choose from a variety of different sized canvases&nbsp;</li></ul>",c2714b_606f10ada1d94e70b99ea1ad8c728a9a~mv2.jpeg,Baby;Canvas Decor;Queen Bee Brittany,,,10.0,,true,PERCENT,0.0,InStock,0.0,Canvas Size,DROP_DOWN,8X10;9X12;10X10;19X20,,,,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 3 - 5 days for the product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information.</span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>

<p>&nbsp;</p>
",Vinyl Color Charts,"<p><a href=""https://docs.google.com/spreadsheets/d/1GVtxoRetzbg7SpTFL6lBtiBgEHGnd_sq3U1YQ0jlnPo/edit?usp=sharing"" target=""_blank"">Click here to view our vinyl color options!</a></p>
",,,,,,,"Review our vinyl color chart below; choose up to 2 color(s) for the design (i.e""red permeant vinyl"")",500,true,"Enter ALL INFO: Name, # of lbs/oz, # of inches, date (MM/DD/YY), & time plus AM/PM",500,true
product_5ba3159c-da42-8d09-b501-ac15c7c9c303,Variant,,,,,,,,2.0,true,,,InStock,,,,9X12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ba3159c-da42-8d09-b501-ac15c7c9c303,Variant,,,,,,,,1.0,true,,,InStock,,,,10X10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5ba3159c-da42-8d09-b501-ac15c7c9c303,Variant,,,,,,,,22.0,true,,,InStock,,,,19X20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c595c296-6e0c-c3fd-e37c-5403c42da6d4,Product,One In A Melon Outfit | Light Pink Tutu and Bow Set,"<p>Did someone say adorbs?!&nbsp;<br>Our amazing 'One in a Melon' outfit is the perfect theme and cuteness for your baby's first birthday celebration!</p><p>&nbsp;</p><p>Set includes:<br>-Tutu<br>-Matching hair bow</p><p><strong>Tutu</strong> (Shades may vary):<br>Light pink tulle &amp; green tulle<br>approx. 8 inches in length. with black ""seeds"" on pink tulle<br>100% Nylon//100% Polyester</p><p><strong>Bow</strong> (Shades may vary):&nbsp;<br>Watermelon green sparkle background&nbsp;<br>Light&nbsp;pink sparkle&nbsp;bow &amp; black sparkle ""seeds"" on top&nbsp;<br>Canvas leather<br>Black elastic or Alligator clip</p>",c2714b_7c9d7ea6055e4756b7d547ea7ecc5b6b~mv2.jpeg;c2714b_a84e6a0a48e34d72871e9510d2b8d617~mv2.jpeg;c2714b_7d181b7c29df4f21b7155fde30ceffe5~mv2.jpg;c2714b_81a8d67932d04a0d9627b6f8cb69b0a9~mv2_d_2480_3307_s_4_2.jpg;c2714b_d9334a0da7e24195a0639414605d714e~mv2.jpg;c2714b_bb935f53c36041d1a9323750e7486b7f~mv2.jpg,Baby;One in a Melon Collection;Outfits;Queen Bee Brittany;Spring;Summer;Toddler;Tutus,,,25.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Size,DROP_DOWN,Newborn;0-3 Mos.;3-6 Months;6-12 Months;12-18 Months,,,,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Care Instructions,"<p><span><span><span><span><span><span>Shirt/Onesie: Wash COLD inside out for best results.</span></span></span></span></span></span></p>

<p><span><span><span><span><span><span>Tutu: Spot clean with warm water and soap, do not put in washer or dryer. To get tulle to ""straighten"" out again use a steamer or humidity.&nbsp;</span></span></span></span></span></span></p>
",Tutu Size Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1TD5KUTJTOMGUAO9nozEe9muedqDmHe_WYwKexG3nBXo/edit?usp=sharing"" target=""_blank"">Click here to view our tutu size chart!&nbsp;</a></p>

<p><span style=""background-color: transparent;"">How to get tutu size: measure around from hip to hip under the tummy</span></p>
",,,,,Head Size (Inches) - For Elastic Bow,10,true,,,
product_c595c296-6e0c-c3fd-e37c-5403c42da6d4,Variant,,,,,,,,1.0,true,,,InStock,,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c595c296-6e0c-c3fd-e37c-5403c42da6d4,Variant,,,,,,,,2.0,true,,,InStock,,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c595c296-6e0c-c3fd-e37c-5403c42da6d4,Variant,,,,,,,,3.0,true,,,InStock,,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c595c296-6e0c-c3fd-e37c-5403c42da6d4,Variant,,,,,,,,4.0,true,,,InStock,,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b2334f2a-d461-4baf-e253-88b884fd2492,Product,One In A Melon Outfit | Watermelon Pink Tutu and Bow Set,"<p>Did someone say adorbs?!&nbsp;<br>Our amazing 'One in a Melon' outfit is the perfect theme and cuteness for your baby's first birthday celebration!</p><p>&nbsp;</p><p>Set includes:<br>-Tutu<br>-Matching hair bow</p><p><strong>Tutu</strong> (Shades may vary):<br>Watermelon pink tulle &amp; green tulle<br>approx. 8 inches in length. with black ""seeds"" on pink tulle<br>100% Nylon//100% Polyester</p><p><strong>Bow</strong> (Shades may vary):&nbsp;<br>Watermelon green sparkle background&nbsp;<br>Watermelon pink sparkle&nbsp;bow &amp; black sparkle ""seeds"" on top&nbsp;<br>Canvas leather<br>Black elastic or Alligator clip</p>",c2714b_4abd4f139f9e46418f4f3180f0ca4132~mv2.jpeg;c2714b_7d181b7c29df4f21b7155fde30ceffe5~mv2.jpg;c2714b_985aef73f6874317b9b7b353efd0c063~mv2.jpeg;c2714b_3d9f16d779cf433e97b181e2db635823~mv2.jpeg;c2714b_81a8d67932d04a0d9627b6f8cb69b0a9~mv2_d_2480_3307_s_4_2.jpg;c2714b_d9334a0da7e24195a0639414605d714e~mv2.jpg;c2714b_bb935f53c36041d1a9323750e7486b7f~mv2.jpg,Baby;One in a Melon Collection;Outfits;Queen Bee Brittany;Spring;Summer;Toddler;Tutus,,,25.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Size,DROP_DOWN,Newborn;0-3 Mos.;3-6 Months;6-12 Months;12-18 Months,,,,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information. </span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>
",Care Instructions,"<p><span><span><span><span><span><span>Shirt/Onesie: Wash COLD inside out for best results.</span></span></span></span></span></span></p>

<p><span><span><span><span><span><span>Tutu: Spot clean with warm water and soap, do not put in washer or dryer. To get tulle to ""straighten"" out again use a steamer or humidity.&nbsp;</span></span></span></span></span></span></p>
",Tutu Size Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1TD5KUTJTOMGUAO9nozEe9muedqDmHe_WYwKexG3nBXo/edit?usp=sharing"" target=""_blank"">Click here to view our tutu size chart!&nbsp;</a></p>

<p><span style=""background-color: transparent;"">How to get tutu size: measure around from hip to hip under the tummy</span></p>
",,,,,Head Size (Inches) - For Elastic Bow,10,true,,,
product_b2334f2a-d461-4baf-e253-88b884fd2492,Variant,,,,,,,,0.0,true,,,InStock,,,,Newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b2334f2a-d461-4baf-e253-88b884fd2492,Variant,,,,,,,,4.0,true,,,InStock,,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b2334f2a-d461-4baf-e253-88b884fd2492,Variant,,,,,,,,3.0,true,,,InStock,,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b2334f2a-d461-4baf-e253-88b884fd2492,Variant,,,,,,,,2.0,true,,,InStock,,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b2334f2a-d461-4baf-e253-88b884fd2492,Variant,,,,,,,,1.0,true,,,InStock,,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Product,One In A Melon Youth/Toddler T-Shirt | Watermelon Pink,"<p>The cutest shirt for any sister, brother, or cousin. Choose what name you would like to be included on this shirt!&nbsp;</p><p>Click here to order the corresponding&nbsp;baby outfit!</p><p>Click here to order the matching bow!</p><p><strong>Design:</strong></p><p>""One in a melon {<em>any name</em>}""&nbsp;&nbsp;</p><p><strong>Materials:&nbsp;</strong></p><p>Vinyl, Cotton</p><p><strong>Colors:</strong>&nbsp;</p><p>Patel green, melon pink, &amp; black</p><p><strong>Customize:</strong></p><ul>	<li>Review our ""Size Charts"" to select the size you need based on the type of t-shirt you would like for this design</li>	<li>Review our ""Shirt Color Chart"" to select the color shirt you would like per the t-shirt type</li></ul>",c2714b_56795c2febf94ae5bfb500e2156aa76f~mv2.png,Clothing;Matching Shirts;One in a Melon Collection;Queen Bee Brittany;Summer,,,16.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Style Choice,DROP_DOWN,Toddler;Youth,T-Shirt Size,DROP_DOWN,2T;3T;4T;5T;Small;Medium;Large;X-Large,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for the product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information.</span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>

<p>&nbsp;</p>
",Care instructions,"<p>Wash with like colors inside out for best results.</p>
",Shirt Color Chart,"<p><strong>IMPORTANT NOTICE:</strong></p>

<p><strong>IF A BLACK SHIRT COLOR IS CHOSEN FOR THIS ITEM THEN WHITE VINYL WILL REPLACE THE BLACK VINYL ON THE DESIGN!</strong></p>

<p><a href=""https://docs.google.com/spreadsheets/d/1MimH90Cyk9yd8yalB1fFEVTQ1uKA89bL2gYgGFxNLKQ/edit?usp=sharing"" target=""_blank"">Click here to view all of our shirt color choices!</a></p>
",Size Charts,"<p><a href=""https://docs.google.com/document/d/1PpOzcOsd1lT-2yIIwMnGfdm-ZUtXs4YdDRMGwj0-Zec/edit?usp=sharing"" target=""_blank"">Click here to view our size charts!&nbsp;</a></p>
",,,Review our shirt color chart Choose shirt color Example: Coral Shirt,500,true,What name would you like included on this shirt? (Put n/a for no name),500,false
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,6.0,false,,,InStock,,,,Youth,,,2T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,6.0,true,,,InStock,,,,Youth,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,6.0,false,,,InStock,,,,Youth,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,6.0,false,,,InStock,,,,Youth,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,6.0,true,,,InStock,,,,Youth,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,6.0,false,,,InStock,,,,Youth,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,6.0,true,,,InStock,,,,Youth,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82130d26-10fd-aee2-930c-45e7710c0f46,Variant,,,,,,,,6.0,true,,,InStock,,,,Youth,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Product,One In A Melon T-Shirt | Watermelon Pink,"<p>The cutest shirt for any mom, aunt, or grandma! Choose what name you would like to be included on this shirt!&nbsp;</p><p><strong>Design:</strong></p><p>""One in a melon {<em>any name</em>}""&nbsp;&nbsp;</p><p><strong>Materials:&nbsp;</strong></p><p>Vinyl, Cotton</p><p><strong>Colors:</strong>&nbsp;</p><p>Patel green, melon pink, &amp; black</p><p><strong>Customize:</strong></p><ul>	<li>Review our ""Size Charts"" to select the size you need based on the type of t-shirt you would like for this design</li>	<li>Review our ""Shirt Color Chart"" to select the color shirt you would like per the t-shirt type</li></ul>",c2714b_f89f9880488141cb80f4c6095bc9b9c2~mv2.png,Clothing;One in a Melon Collection;Queen Bee Brittany;Summer,,,22.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Style Choice,DROP_DOWN,Women's Fitted Tee;Women's Deep V-neck;Women's Tank;Classic Unisex T-Shirt;Unisex V-neck,T-Shirt Size,DROP_DOWN,Small;Medium;Large;X-Large;2X-Large,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for the product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information.</span></span></span></span></span></p>
",Size Charts,"<p><a href=""https://docs.google.com/document/d/1PpOzcOsd1lT-2yIIwMnGfdm-ZUtXs4YdDRMGwj0-Zec/edit?usp=sharing"" target=""_blank"">Click here to view our size charts!</a></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>

<p>&nbsp;</p>
",Care instructions,"<p>Wash with like colors inside out for best results.</p>
",Shirt Color Chart,"<p><strong>IMPORTANT NOTICE:</strong></p>

<p><strong>IF A BLACK SHIRT COLOR IS CHOSEN FOR THIS ITEM THEN WHITE VINYL WILL REPLACE THE BLACK VINYL ON THE DESIGN!</strong></p>

<p><a href=""https://docs.google.com/spreadsheets/d/1MimH90Cyk9yd8yalB1fFEVTQ1uKA89bL2gYgGFxNLKQ/edit?usp=sharing"" target=""_blank"">Click here to view all of our shirt color choices!</a></p>
",,,Review our shirt color chart Choose shirt color Example: Coral Shirt,500,true,What name would you like included on this shirt?,500,true
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,3.0,true,,,InStock,,,,Classic Unisex T-Shirt,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,3.0,true,,,InStock,,,,Women's Fitted Tee,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,2.0,true,,,InStock,,,,Unisex V-neck,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,5.0,true,,,InStock,,,,Unisex V-neck,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,2.0,true,,,InStock,,,,Unisex V-neck,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,2.0,true,,,InStock,,,,Unisex V-neck,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,5.0,true,,,InStock,,,,Women's Deep V-neck,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,3.0,true,,,InStock,,,,Women's Tank,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_85dc7a7e-d3fa-5268-2133-5c70a08f7d87,Variant,,,,,,,,2.0,true,,,InStock,,,,Unisex V-neck,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
