handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,3.0,true,,,InStock,,,,Toddler,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,2T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,5.0,true,,,InStock,,,,Youth,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,Newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,1.5,true,,,InStock,,,,Infant Shirt,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_129533da-f969-ab6f-74b2-50138efed666,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Product,New To The Tribe Onesie,"<p>What better way to introduce your new family member with this adorable onesie!&nbsp;</p><p>&nbsp;</p><p><strong>Design:</strong></p><p>""New To The Tribe"" with feathers &amp; arrow</p><p><strong>Customize:</strong></p><ul>	<li>Review our ""Size Charts"" to select the size you need based on the type of t-shirt you would like for this design</li>	<li>Review our ""Shirt Color Chart"" to select the color shirt you would like per the t-shirt type</li>	<li>Review our ""Vinyl Color Charts"" to select the color of vinyl you would like your design to be</li></ul>",c2714b_4267a82eee694ca3b8c2bfd4ebc025c8~mv2.png,Baby;Clothing;Matching Shirts;Queen Bee Brittany;Toddler,296,Made To Order,13.0,,false,PERCENT,0.0,InStock,0.0,T-Shirt Style Choice,DROP_DOWN,Onesie Short Sleeve;Onesie Long Sleeve;Infant Shirt,T-Shirt Size,DROP_DOWN,Newborn;0-3 Mos.;3-6 Months;6-9 Months;12 Months;6-12 Months;12-18 Months;18-24 Months,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for the product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information.</span></span></span></span></span></p>
",Size Charts,"<p><a href=""https://docs.google.com/document/d/1PpOzcOsd1lT-2yIIwMnGfdm-ZUtXs4YdDRMGwj0-Zec/edit?usp=sharing"" target=""_blank"">Click here to view our size charts!</a></p>
",Local Pick Up,"<p><span><span><span><span><span><span>Local Pickup only available in Shawnee, Kansas for this product.</span></span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>

<p>&nbsp;</p>
",Care instructions,"<p>Wash with like colors inside out for best results.</p>
",Shirt Color Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1MimH90Cyk9yd8yalB1fFEVTQ1uKA89bL2gYgGFxNLKQ/edit?usp=sharing"" target=""_blank"">Click here to view all of our shirt color choices!</a></p>
","Review our shirt color chart below; Choose your color per your shirt type (i.e ""Coral"")",500,true,"Review our vinyl color chart below; choose up to 3 color(s) for the design (i.e ""solid iron on red"")",500,true
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,1.5,true,,,InStock,,,,Infant Shirt,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,Newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,1.5,true,,,InStock,,,,Onesie Long Sleeve,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,1.5,true,,,InStock,,,,Onesie Long Sleeve,,,Newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,1.5,true,,,InStock,,,,Onesie Long Sleeve,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,1.5,true,,,InStock,,,,Onesie Long Sleeve,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,1.5,true,,,InStock,,,,Infant Shirt,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,1.5,true,,,InStock,,,,Onesie Long Sleeve,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d6384445-ac2f-9ffc-4c1f-ee9b1f6dcbd3,Variant,,,,,,,,1.5,true,,,InStock,,,,Infant Shirt,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Product,Love My Tribe T-Shirt,"<p>The perfect shirt for supporting your tribe!</p><p>&nbsp;</p><p><strong>Design:</strong></p><p>""Love My Tribe"" with feathers &amp; arrow</p><p><strong>Customize:</strong></p><ul>	<li>Review our ""Size Charts"" to select the size you need based on the type of t-shirt you would like for this design</li>	<li>Review our ""Shirt Color Chart"" to select the color shirt you would like per the t-shirt type</li>	<li>Review our ""Vinyl Color Charts"" to select the color of vinyl you would like your design to be</li></ul>",c2714b_480744c4e6794327bd8ab4deb65dfbe5~mv2.png,Clothing;Matching Shirts;Queen Bee Brittany,295,Made To Order,22.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Style Choice,DROP_DOWN,Women's Fitted Tee;Women's Deep V-neck;Women's Tank;Classic Unisex T-Shirt;Unisex V-neck,T-Shirt Size,DROP_DOWN,Small;Medium;Large;X-Large;2X-Large,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for the product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information.</span></span></span></span></span></p>
",Size Charts,"<p><a href=""https://docs.google.com/document/d/1PpOzcOsd1lT-2yIIwMnGfdm-ZUtXs4YdDRMGwj0-Zec/edit?usp=sharing"" target=""_blank"">Click here to view our size charts!</a></p>
",Local Pick Up,"<p><span><span><span><span><span><span>Local Pickup only available in Shawnee, Kansas for this product.</span></span></span></span></span></span></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>

<p>&nbsp;</p>
",Care instructions,"<p>Wash with like colors inside out for best results.</p>
",Shirt Color Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1MimH90Cyk9yd8yalB1fFEVTQ1uKA89bL2gYgGFxNLKQ/edit?usp=sharing"" target=""_blank"">Click here to view all of our shirt color choices!</a></p>
","Review our shirt color chart below; Choose your color per your shirt type (i.e ""Coral"")",500,true,"Review our vinyl color chart below; choose up to 3 color(s) for the design (i.e ""solid iron on red"")",500,true
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,3.0,true,,,InStock,,,,Classic Unisex T-Shirt,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,3.0,true,,,InStock,,,,Women's Fitted Tee,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,2.0,true,,,InStock,,,,Unisex V-neck,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,5.0,true,,,InStock,,,,Unisex V-neck,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,2.0,true,,,InStock,,,,Unisex V-neck,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,2.0,true,,,InStock,,,,Unisex V-neck,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,5.0,true,,,InStock,,,,Women's Deep V-neck,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,3.0,true,,,InStock,,,,Women's Tank,,,2X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,2.0,true,,,InStock,,,,Women's Deep V-neck,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72cd1a7c-5bc8-dcec-89a1-24cdbd4a867b,Variant,,,,,,,,2.0,true,,,InStock,,,,Unisex V-neck,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Product,Their Crew T-Shirt,"<p>Set sail with this adorable shirt!&nbsp;</p><p><a href=""https://www.thebeehiveheadquarters.com/product-page/her-captain-t-shirt"" target=""_blank"">Click here to get our corresponding ""His"" shirt!&nbsp;</a></p><p><a href=""https://www.thebeehiveheadquarters.com/product-page/his-mermaid-t-shirt"" target=""_blank"">Click here to get our corresponding ""Mom"" shirt!</a></p><p>&nbsp;</p><p><strong>Design:</strong></p><p>""Their Crew"" with anchor</p><p><strong>Customize:</strong></p><ul>	<li>Review our ""Size Charts"" to select the size you need based on the type of t-shirt you would like for this design</li>	<li>Review our ""Shirt Color Chart"" to select the color shirt you would like per the t-shirt type</li>	<li>Review our ""Vinyl Color Charts"" to select the color of vinyl you would like your design to be</li></ul>",c2714b_c3242605937e4cc58b58d368bde5647d~mv2.png;c2714b_33ddfaff338c49d5bcefa71b36fec212~mv2.png,Clothing;Matching Shirts;Queen Bee Brittany;Summer,294,,13.0,,true,PERCENT,0.0,InStock,0.0,T-Shirt Style Choice,DROP_DOWN,Onesie Short Sleeve;Onesie Long Sleeve;Infant Shirt;Toddler;Youth,T-Shirt Size,DROP_DOWN,Newborn;0-3 Mos.;3-6 Months;6-9 Months;12 Months;6-12 Months;12-18 Months;18-24 Months;2T;3T;4T;5T;Small;Medium;Large;X-Large,,,,,,,,,,,,,Made To Order,"<p><span><span><span><span><span>This product is made to order.</span></span></span></span></span></p>

<p><span><span><span><span><span>Please allow 7 - 10 days for the product to be made before it is shipped. </span></span></span></span></span></p>

<p><span><span><span><span><span>Once your order has shipped you will receive an email with tracking information.</span></span></span></span></span></p>
",Size Charts,"<p><a href=""https://docs.google.com/document/d/1PpOzcOsd1lT-2yIIwMnGfdm-ZUtXs4YdDRMGwj0-Zec/edit?usp=sharing"" target=""_blank"">Click here to view our size charts!</a></p>
",Disclaimer,"<p><span><span><span><span><span><span>This product is made to order. We do not guarantee that your order will look exactly like the product picture. We strive to bring you the best products and customizations, but we cannot guarantee exact products as our models. </span></span></span></span></span></span></p>

<p>&nbsp;</p>
",Care instructions,"<p>Wash with like colors inside out for best results.</p>
",Shirt Color Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1MimH90Cyk9yd8yalB1fFEVTQ1uKA89bL2gYgGFxNLKQ/edit?usp=sharing"" target=""_blank"">Click here to view all of our shirt color choices!</a></p>
",Vinyl Color Chart,"<p><a href=""https://docs.google.com/spreadsheets/d/1ZzrmruP066_AnlLXQNXEXdPEskRpqCnZoRiJtbtGSlk/edit?usp=sharing"" target=""_blank"">Click here to view our vinyl color options!</a></p>
","Review our shirt color chart below; Choose your color per your shirt type (i.e ""Coral"")",500,true,"Review our vinyl color chart below; choose up to 3 color(s) for the design (i.e ""solid iron on red"")",500,true
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,1.5,true,,,InStock,,,,Infant Shirt,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,6-12 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,4T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,Newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,2T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,0-3 Mos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Toddler,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,3.0,true,,,InStock,,,,Toddler,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,1.5,true,,,InStock,,,,Onesie Long Sleeve,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,12-18 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,5.0,true,,,InStock,,,,Youth,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,3T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,1.5,true,,,InStock,,,,Onesie Long Sleeve,,,Newborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,3.0,true,,,InStock,,,,Toddler,,,2T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,18-24 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Youth,,,6-9 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,1.5,true,,,InStock,,,,Onesie Long Sleeve,,,3-6 Months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,5T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Long Sleeve,,,2T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,5.0,true,,,InStock,,,,Youth,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Onesie Short Sleeve,,,X-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_51ed1e85-484a-5ee8-4645-e707ea903500,Variant,,,,,,,,0.0,false,,,InStock,,,,Infant Shirt,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
